"","index","employees.employee.employment.public.union.board.political.labor.employer.government","general.attorney.briefs.solicitor.argued.assistant.cause.curiae.brief.jr","communist.party.organization.board.foreign.registration.act.control.movement.organizations","school.religious.schools.student.establishment.religion.students.forum.program.university","grand.jury.press.information.footnote.privilege.news.criminal.sources.investigation","mr.debate.senator.clause.legislative.said.privilege.plaintiff.office.house","act.congress.committee.answer.service.inquiry.president.united.questions.security","opinion.filed.joined.district.post.respondents.held.argued.dissenting.jj","speech.government.interest.act.interests.governmental.opinion.case.united.states","advertising.commercial.speech.regulations.information.central.cable.marketing.interest.broadcasting","candidates.candidate.political.election.footnote.contributions.party.expenditures.contribution.campaign","injunction.review.maryland.district.restraint.prior.judicial.order.footnote.relief","limits.federal.election.buckley.bcra.contributions.campaign.political.candidates.candidate","affirmed.syllabus.decided.argued.freedom.held.act.law.case.reversed","false.statements.jury.damages.petitioner.malice.times.respondent.actual.trial","solicitation.charitable.fraud.paid.fee.organizations.requirement.telemarketers.circulators.north","flag.words.peace.conviction.ohio.convicted.conduct.street.symbol.group","obscene.obscenity.material.materials.film.sexual.standards.films.indecent.minors","religious.tax.prison.religion.inmates.rfra.exercise.burden.inmate.sales","ordinance.city.picketing.public.streets.ordinances.park.police.permit.regulation","syllabus","caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","landmark"
"333",332,0,0,0,0,0.0045766590389016,0,0,0.178489702517162,0.135011441647597,0,0,0.0434782608695652,0,0.0366132723112128,0.594965675057208,0,0,0.0045766590389016,0.0022883295194508,0,"syllabus333","1983-085","1983-085-01","1983-085-01-01","1983-085-01-01-01","4/30/1984",1,"466 U.S. 485",1983,1507,"Burger","82-1246","BOSE CORP. v. CONSUMERS UNION OF UNITED STATES, INC.","11/8/1983","",174,NA,178,NA,1,NA,NA,0,80,NA,21,NA,0,11,3,2,1,2,0,0,0,0,30030,3,2,0,1,NA,2,200,"",103,99,1,6,3,"No"
"334",333,0.0244988864142539,0,0,0,0.0022271714922049,0,0,0.265033407572383,0.260579064587973,0,0.0267260579064588,0,0,0,0.0022271714922049,0,0,0,0,0.418708240534521,"syllabus334","1983-096","1983-096-01","1983-096-01-01","1983-096-01-01-01","5/15/1984",1,"466 U.S. 789",1983,1507,"Burger","82-975","MEMBERS OF THE CITY COUNCIL OF THE CITY OF LOS ANGELES et al. v. TAXPAYERS FOR VINCENT et al.","10/12/1983","",3,6,211,NA,2,NA,NA,0,48,NA,29,NA,0,1,3,2,1,4,0,1,0,0,30010,3,1,0,2,NA,2,200,"",103,99,1,6,3,"No"
"335",334,0,0,0.0347003154574132,0,0.315457413249211,0,0,0.157728706624606,0.261829652996845,0.00630914826498423,0.00946372239747634,0.0851735015772871,0.00315457413249211,0.0410094637223975,0.0220820189274448,0.0599369085173502,0,0,0,0.00315457413249211,"syllabus335","1983-098","1983-098-01","1983-098-01-01","1983-098-01-01-01","5/21/1984",1,"467 U.S. 20",1983,1507,"Burger","82-1721","SEATTLE TIMES CO., DBA THE SEATTLE TIMES, et al. v. RHINEHART et al.","2/21/1984","",190,NA,130,NA,1,NA,NA,0,302,56,300,56,0,5,2,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",101,99,1,9,0,"No"
"336",335,0.00293255131964809,0,0.00879765395894428,0,0,0,0,0.337243401759531,0.170087976539589,0,0.0381231671554252,0.0586510263929619,0,0,0,0.381231671554252,0,0,0.00293255131964809,0,"syllabus336","1983-139","1983-139-01","1983-139-01-01","1983-139-01-01-01","6/26/1984",1,"467 U.S. 947",1983,1507,"Burger","82-766","SECRETARY OF STATE OF MARYLAND v. JOSEPH H. MUNSON CO., INC.","10/31/1983","",19,25,149,NA,1,117,25,0,302,25,300,25,0,11,3,2,3,2,0,0,0,0,30010,3,2,0,1,NA,1,139,"",100,92,1,5,4,"No"
"337",336,0,0,0,0,0.0247524752475248,0,0,0.336633663366337,0.207920792079208,0,0,0.00495049504950495,0.00495049504950495,0.0247524752475248,0,0,0.0198019801980198,0,0,0.376237623762376,"syllabus337","1983-152","1983-152-01","1983-152-01-01","1983-152-01-01-01","6/29/1984",1,"468 U.S. 288",1983,1507,"Burger","82-1998","CLARK, SECRETARY OF THE INTERIOR, et al. v. COMMUNITY FOR CREATIVE NON-VIOLENCE et al.","3/21/1984","",326,NA,218,NA,1,26,NA,0,55,NA,32,NA,1,12,3,2,1,3,0,1,0,0,30150,3,1,0,1,NA,2,200,"",95,99,1,7,2,"No"
"338",337,0.0280898876404494,0,0,0,0,0,0,0.247191011235955,0.129213483146067,0.480337078651685,0.103932584269663,0,0,0,0.0112359550561798,0,0,0,0,0,"syllabus338","1983-155","1983-155-01","1983-155-01-01","1983-155-01-01-01","7/2/1984",1,"468 U.S. 364",1983,1507,"Burger","82-912","FEDERAL COMMUNICATIONS COMMISSION v. LEAGUE OF WOMEN VOTERS OF CALIFORNIA et al.","1/16/1984","",338,NA,211,NA,2,NA,NA,0,48,NA,48,NA,0,1,NA,2,2,2,0,0,0,0,30010,3,2,0,1,NA,6,600,"47 U.S.C. § 399",92,92,1,5,4,"Yes"
"339",338,0,0,0.00204081632653061,0,0,0.00816326530612245,0,0.251020408163265,0.326530612244898,0,0,0,0,0.226530612244898,0,0.181632653061225,0,0.00204081632653061,0.00204081632653061,0,"syllabus339","1983-162","1983-162-01","1983-162-01-01","1983-162-01-01-01","7/3/1984",1,"468 U.S. 609",1983,1507,"Burger","83-724","ROBERTS, ACTING COMMISSIONER, MINNESOTA DEPARTMENT OF HUMAN RIGHTS, et al. v. UNITED STATES JAYCEES","4/18/1984","",19,28,131,NA,2,117,28,0,83,NA,28,NA,1,1,3,2,1,3,0,1,0,0,30010,3,1,0,2,NA,2,201,"",92,92,1,7,0,"Yes"
"340",339,0.0114942528735632,0,0,0,0,0.0114942528735632,0,0.494252873563218,0,0,0,0.172413793103448,0,0.137931034482759,0.114942528735632,0,0,0,0.0574712643678161,0,"syllabus340","1983-163","1983-163-01","1983-163-01-01","1983-163-01-01-01","7/3/1984",1,"468 U.S. 641",1983,1507,"Burger","82-729","REGAN, SECRETARY OF THE TREASURY, et al. v. TIME, INC.","11/9/1983","",408,NA,178,NA,2,NA,NA,0,96,NA,96,NA,0,1,NA,2,2,3,0,1,0,0,30010,3,1,0,1,NA,2,200,"",95,99,1,5,4,"No"
"341",340,0,0.00546448087431694,0,0,0,0.00546448087431694,0.0136612021857923,0.30327868852459,0.0792349726775956,0,0.259562841530055,0,0.325136612021858,0.00273224043715847,0,0,0,0.00273224043715847,0.00273224043715847,0,"syllabus341","1984-047","1984-047-01","1984-047-01-01","1984-047-01-01-01","3/18/1985",1,"470 U.S. 480",1984,1507,"Burger","83-1032","FEDERAL ELECTION COMMISSION v. NATIONAL CONSERVATIVE POLITICAL ACTION COMMITTEE et al.","11/28/1984","",343,NA,201,NA,2,43,NA,1,109,NA,109,NA,0,1,NA,2,2,2,0,0,0,0,30140,3,2,0,1,NA,2,200,"",102,99,1,7,2,"No"
"342",341,0,0,0.0106951871657754,0,0.00267379679144385,0.0106951871657754,0.596256684491979,0.120320855614973,0.227272727272727,0,0,0,0,0,0.0133689839572193,0.0160427807486631,0,0,0,0.00267379679144385,"syllabus342","1984-052","1984-052-01","1984-052-01-01","1984-052-01-01-01","3/19/1985",1,"470 U.S. 598",1984,1507,"Burger","83-1292","WAYTE v. UNITED STATES","11/6/1984","",142,NA,27,NA,1,107,NA,0,48,NA,29,NA,1,3,3,1,1,2,0,0,0,0,30130,3,1,0,1,NA,2,200,"",101,99,1,7,2,"Yes"
"343",342,0,0,0,0.227272727272727,0,0,0.186868686868687,0.409090909090909,0,0,0.0202020202020202,0.00505050505050505,0,0.151515151515152,0,0,0,0,0,0,"syllabus343","1984-115","1984-115-01","1984-115-01-01","1984-115-01-01-01","6/4/1985",1,"472 U.S. 38",1984,1507,"Burger","83-812","WALLACE, GOVERNOR OF ALABAMA, et al. v. JAFFREE et al.","12/4/1984","",28,1,202,NA,2,NA,NA,0,43,NA,31,NA,1,1,3,2,3,2,0,0,0,0,30180,3,2,0,2,NA,2,203,"",103,92,1,6,3,"No"
"344",343,0.0307017543859649,0,0.0043859649122807,0,0.0043859649122807,0.228070175438596,0.12280701754386,0.25,0.0219298245614035,0,0,0.0043859649122807,0,0.0043859649122807,0.276315789473684,0.0350877192982456,0,0,0.0175438596491228,0,"syllabus344","1984-130","1984-130-01","1984-130-01-01","1984-130-01-01-01","6/19/1985",1,"472 U.S. 479",1984,1507,"Burger","84-476","MCDONALD v. SMITH","3/20/1985","",214,NA,111,NA,1,NA,NA,0,99,NA,24,NA,0,11,2,1,1,2,0,0,0,0,30030,3,1,0,2,NA,2,204,"",99,99,1,8,0,"No"
"345",344,0,0,0,0,0.0099009900990099,0,0,0.495049504950495,0,0.00495049504950495,0,0.00495049504950495,0.0148514851485149,0,0,0.0148514851485149,0.0148514851485149,0.435643564356436,0.00495049504950495,0,"syllabus345","1984-131","1984-131-01","1984-131-01-01","1984-131-01-01-01","6/19/1985",1,"472 U.S. 491",1984,1507,"Burger","84-28","BROCKETT v. SPOKANE ARCADES, INC., et al.","2/20/1985","",28,56,109,NA,2,NA,NA,0,128,NA,29,NA,1,1,3,2,3,4,0,1,0,0,30190,3,1,0,2,NA,2,200,"",95,99,1,6,2,"No"
"346",345,0,0,0.0147058823529412,0.0205882352941176,0.00294117647058824,0.00294117647058824,0.497058823529412,0.361764705882353,0,0,0,0,0,0,0,0.00588235294117647,0.0882352941176471,0.00588235294117647,0,0,"syllabus346","1984-139","1984-139-01","1984-139-01-01","1984-139-01-01-01","6/24/1985",1,"472 U.S. 675",1984,1507,"Burger","83-1624","UNITED STATES v. ALBERTINI","4/15/1985","",27,NA,218,NA,1,NA,NA,0,63,NA,29,NA,0,12,3,2,1,4,0,1,0,0,30150,3,1,0,4,NA,6,600,"18 U.S.C. § 1382",104,99,1,6,3,"No"
"347",346,0,0.0229885057471264,0,0,0,0,0.0229885057471264,0.298850574712644,0,0.0114942528735632,0,0,0,0,0.609195402298851,0,0,0,0,0.0344827586206897,"syllabus347","1984-142","1984-142-01","1984-142-01-01","1984-142-01-01-01","6/26/1985",7,"472 U.S. 749",1984,1507,"Burger","83-18","DUN & BRADSTREET, INC. v. GREENMOSS BUILDERS, INC.","3/21/1984","10/3/1984",122,NA,120,NA,1,NA,NA,0,302,53,300,53,0,6,3,1,1,2,0,0,0,0,30030,3,1,0,2,NA,2,200,"",101,99,1,5,4,"No"
"348",347,0.0723860589812333,0,0,0.120643431635389,0,0,0.00268096514745308,0.257372654155496,0.13941018766756,0.0160857908847185,0.00268096514745308,0,0.142091152815013,0,0,0.243967828418231,0,0,0.00268096514745308,0,"syllabus348","1984-168","1984-168-01","1984-168-01-01","1984-168-01-01-01","7/2/1985",1,"473 U.S. 788",1984,1507,"Burger","84-312","CORNELIUS, ACTING DIRECTOR, OFFICE OF PERSONNEL MANAGEMENT v. NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC., et al.","2/19/1985","",390,NA,207,NA,1,NA,NA,0,55,NA,32,NA,1,12,2,2,1,4,0,1,0,0,30010,3,1,0,1,NA,2,200,"",104,99,1,4,3,"No"
"349",348,0,0,0.0119047619047619,0.517857142857143,0,0,0,0.428571428571429,0.0297619047619048,0,0,0,0,0,0,0.00595238095238095,0,0,0,0.00595238095238095,"syllabus349","1985-030","1985-030-01","1985-030-01-01","1985-030-01-01-01","1/27/1986",1,"474 U.S. 481",1985,1507,"Burger","84-1070","WITTERS v. WASHINGTON DEPARTMENT OF SERVICES FOR THE BLIND","11/6/1985","",164,NA,7,56,1,117,56,0,302,56,300,56,0,12,2,2,1,4,0,1,0,0,30180,3,1,0,2,NA,2,203,"",98,99,1,9,0,"No"
"350",349,0,0,0.00943396226415094,0,0.00943396226415094,0.00943396226415094,0,0.235849056603774,0.0283018867924528,0.424528301886792,0.150943396226415,0,0,0,0.0377358490566038,0.00943396226415094,0,0.0377358490566038,0.0471698113207547,0,"syllabus350","1985-033","1985-033-01","1985-033-01-01","1985-033-01-01-01","2/25/1986",7,"475 U.S. 1",1985,1507,"Burger","84-1044","PACIFIC GAS & ELECTRIC CO. v. PUBLIC UTILITIES COMMISSION OF CALIFORNIA et al.","10/8/1985","",148,NA,4,6,2,117,6,0,300,6,300,6,0,1,NA,1,3,5,0,1,0,0,30020,3,2,0,2,NA,2,200,"",101,99,1,5,3,"No"
"351",350,0,0,0,0.0109090909090909,0.00363636363636364,0,0.00363636363636364,0.2,0.189090909090909,0,0.00363636363636364,0.00363636363636364,0,0,0.00363636363636364,0,0,0.0363636363636364,0,0.545454545454545,"syllabus351","1985-034","1985-034-01","1985-034-01-01","1985-034-01-01-01","2/25/1986",1,"475 U.S. 41",1985,1507,"Burger","84-1360","CITY OF RENTON et al. v. PLAYTIME THEATRES, INC., et al.","11/12/1985","",3,56,242,NA,1,NA,NA,0,129,NA,29,NA,0,12,4,2,1,3,0,1,0,0,30190,3,1,0,2,NA,2,200,"",102,99,1,7,2,"No"
"352",351,0,0.0040650406504065,0.0772357723577236,0.211382113821138,0,0,0.0447154471544715,0.597560975609756,0.0040650406504065,0,0.0121951219512195,0,0.0203252032520325,0,0.024390243902439,0,0,0,0,0.0040650406504065,"syllabus352","1985-054","1985-054-01","1985-054-01-01","1985-054-01-01-01","3/25/1986",1,"475 U.S. 534",1985,1507,"Burger","84-773","BENDER et al. v. WILLIAMSPORT AREA SCHOOL DISTRICT et al.","10/15/1985","",239,NA,21,45,1,117,45,0,110,NA,23,NA,1,10,3,2,1,5,0,0,0,0,30170,3,2,0,2,NA,2,203,"",103,92,1,5,4,"No"
"353",352,0.0224719101123595,0,0,0,0,0.00561797752808989,0,0.314606741573034,0.0674157303370786,0.00561797752808989,0.0112359550561798,0,0.00561797752808989,0,0.460674157303371,0,0,0,0.106741573033708,0,"syllabus353","1985-065","1985-065-01","1985-065-01-01","1985-065-01-01-01","4/21/1986",1,"475 U.S. 767",1985,1507,"Burger","84-1491","PHILADELPHIA NEWSPAPERS, INC., et al. v. HEPPS et al.","12/3/1985","",190,NA,174,NA,2,NA,NA,0,302,45,300,45,0,1,11,1,3,4,0,1,0,0,30030,3,2,0,2,NA,2,200,"",104,92,1,5,4,"No"
"354",353,0.0289855072463768,0,0,0,0,0,0.0652173913043478,0.528985507246377,0.123188405797101,0.159420289855072,0,0,0,0,0,0,0,0,0.0217391304347826,0.072463768115942,"syllabus354","1985-095","1985-095-01","1985-095-01-01","1985-095-01-01-01","6/2/1986",1,"476 U.S. 488",1985,1507,"Burger","85-390","CITY OF LOS ANGELES et al. v. PREFERRED COMMUNICATIONS, INC.","4/29/1986","",3,6,124,NA,1,117,6,0,48,NA,29,NA,0,11,7,2,1,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",102,99,1,9,0,"No"
"355",354,0,0,0,0,0.691119691119691,0,0,0.138996138996139,0.166023166023166,0,0,0,0,0.00386100386100386,0,0,0,0,0,0,"syllabus355","1985-141","1985-141-01","1985-141-01-01","1985-141-01-01-01","6/30/1986",1,"478 U.S. 1",1985,1507,"Burger","84-1560","PRESS-ENTERPRISE CO. v. SUPERIOR COURT OF CALIFORNIA FOR THE COUNTY OF RIVERSIDE","2/26/1986","",220,NA,6,6,1,NA,NA,0,302,6,300,6,0,11,2,1,1,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",99,99,1,7,2,"No"
"356",355,0.00710900473933649,0,0,0.0023696682464455,0,0.004739336492891,0.0023696682464455,0.23696682464455,0.0971563981042654,0.528436018957346,0,0,0,0.118483412322275,0,0,0.0023696682464455,0,0,0,"syllabus356","1985-150","1985-150-01","1985-150-01-01","1985-150-01-01-01","7/1/1986",1,"478 U.S. 328",1985,1507,"Burger","84-1903","POSADAS DE PUERTO RICO ASSOCIATES, DBA CONDADO HOLIDAY INN v. TOURISM COMPANY OF PUERTO RICO et al.","4/28/1986","",109,NA,28,46,2,117,46,0,302,46,300,46,1,1,9,1,1,2,0,0,0,0,30020,3,1,0,2,NA,2,231,"",102,99,1,5,4,"No"
"357",356,0.021978021978022,0,0,0.291208791208791,0,0.010989010989011,0,0.28021978021978,0.131868131868132,0.00549450549450549,0.0137362637362637,0,0,0.010989010989011,0.043956043956044,0,0.0384615384615385,0.145604395604396,0,0.00549450549450549,"syllabus357","1985-160","1985-160-01","1985-160-01-01","1985-160-01-01-01","7/7/1986",1,"478 U.S. 675",1985,1507,"Burger","84-1667","BETHEL SCHOOL DISTRICT NO. 403 et al. v. FRASER, A MINOR, et al.","3/3/1986","",21,56,239,NA,1,117,56,0,129,NA,29,NA,0,11,2,2,1,3,0,1,0,0,30010,3,1,0,2,NA,2,200,"",99,99,1,7,2,"No"
"358",357,0,0,0,0,0.0989010989010989,0,0.00549450549450549,0.505494505494505,0.021978021978022,0,0,0,0,0,0,0.0164835164835165,0.043956043956044,0.230769230769231,0,0.0769230769230769,"syllabus358","1985-161","1985-161-01","1985-161-01-01","1985-161-01-01-01","7/7/1986",1,"478 U.S. 697",1985,1507,"Burger","85-437","ARCARA, DISTRICT ATTORNEY OF ERIE COUNTY v. CLOUD BOOKS, INC., DBA VILLAGE BOOK & NEWS STORE, et al.","4/29/1986","",28,37,117,NA,1,NA,NA,0,302,37,300,37,0,6,3,2,1,3,0,1,0,0,30010,3,1,0,2,NA,2,200,"",99,99,1,6,3,"No"
"359",358,0.00802568218298555,0,0,0,0.00802568218298555,0.0176565008025682,0.00321027287319422,0.174959871589085,0,0,0.0834670947030498,0.00321027287319422,0.00321027287319422,0.0321027287319422,0.00160513643659711,0,0,0,0,0.664526484751204,"syllabus359","1986-009","1986-009-01","1986-009-01-01","1986-009-01-01-01","11/17/1986",2,"479 U.S. 92",1986,1601,"Rehnquist","86-139","CITY OF NEWPORT, KENTUCKY, et al. v. IACOBUCCI, DBA TALK OF THE TOWN, et al.","","",3,21,115,NA,1,NA,NA,0,73,NA,26,NA,1,12,4,2,1,4,0,1,0,0,30190,3,1,0,2,NA,2,237,"",NA,102,1,5,4,"No"
"360",359,0,0.0116279069767442,0.0174418604651163,0,0,0.0232558139534884,0,0.377906976744186,0,0.0406976744186047,0.104651162790698,0.0232558139534884,0.343023255813953,0.0232558139534884,0,0.0348837209302326,0,0,0,0,"syllabus360","1986-015","1986-015-01","1986-015-01-01","1986-015-01-01-01","12/15/1986",1,"479 U.S. 238",1986,1601,"Rehnquist","85-701","FEDERAL ELECTION COMMISSION v. MASSACHUSETTS CITIZENS FOR LIFE, INC.","10/7/1986","",343,NA,192,NA,2,43,NA,0,80,NA,21,NA,0,1,2,2,2,2,0,0,0,0,30140,3,2,0,1,NA,3,330,"",92,92,1,5,4,"No"
"361",360,0,0,0,0,0.00815217391304348,0.00271739130434783,0.00271739130434783,0.203804347826087,0.198369565217391,0,0,0,0,0.0108695652173913,0,0,0.00271739130434783,0,0.570652173913043,0,"syllabus361","1986-075","1986-075-01","1986-075-01-02","1986-075-01-02-01","4/22/1987",1,"481 U.S. 221",1986,1601,"Rehnquist","85-1370","ARKANSAS WRITERS' PROJECT, INC. v. RAGLAND, COMMISSIONER OF REVENUE OF ARKANSAS","1/20/1987","",220,NA,19,5,2,117,5,0,302,5,300,5,0,1,3,2,3,4,0,1,0,0,30010,3,2,0,2,NA,2,200,"",98,92,1,7,2,"No"
"362",361,0,0,0.0147492625368732,0.00884955752212389,0.00589970501474926,0,0,0.221238938053097,0.348082595870207,0.023598820058997,0.0943952802359882,0.15929203539823,0.00294985250737463,0,0.0265486725663717,0,0,0.0943952802359882,0,0,"syllabus362","1986-087","1986-087-01","1986-087-01-01","1986-087-01-01-01","4/28/1987",1,"481 U.S. 465",1986,1601,"Rehnquist","85-1180","MEESE, ATTORNEY GENERAL OF THE UNITED STATES, et al. v. KEENE","12/2/1986","",1,NA,156,NA,2,27,NA,0,49,NA,49,NA,0,1,NA,2,1,4,0,1,0,0,30010,3,1,0,1,NA,6,600,"22 U.S.C. § 611",103,102,1,5,3,"No"
"363",362,0,0,0,0,0.00452488687782805,0,0,0.366515837104072,0.00904977375565611,0,0,0,0,0.0723981900452489,0.00452488687782805,0,0,0.542986425339366,0,0,"syllabus363","1986-088","1986-088-01","1986-088-01-01","1986-088-01-01-01","5/4/1987",1,"481 U.S. 497",1986,1601,"Rehnquist","85-1973","POPE et al. v. ILLINOIS","2/24/1987","",117,NA,28,17,1,NA,NA,0,302,17,301,17,0,12,2,1,1,5,0,1,0,1,30190,3,1,1,2,NA,2,200,"",95,102,1,5,4,"No"
"364",363,0.0141342756183746,0,0.0282685512367491,0.159010600706714,0,0,0,0.102473498233216,0.183745583038869,0.0176678445229682,0,0,0,0.201413427561837,0,0.289752650176678,0,0.00353356890459364,0,0,"syllabus364","1986-090","1986-090-01","1986-090-01-02","1986-090-01-02-01","5/4/1987",1,"481 U.S. 537",1986,1601,"Rehnquist","86-421","BOARD OF DIRECTORS OF ROTARY INTERNATIONAL et al. v. ROTARY CLUB OF DUARTE et al.","3/30/1987","",131,NA,131,NA,2,NA,NA,0,302,6,301,6,0,1,3,2,1,2,0,0,0,0,30010,3,1,0,2,NA,2,201,"",101,102,1,7,0,"No"
"365",364,0.00909090909090909,0,0,0,0,0,0,0.131818181818182,0.35,0,0,0,0,0.00681818181818182,0,0,0.00227272727272727,0,0.497727272727273,0.00227272727272727,"syllabus365","1986-110","1986-110-01","1986-110-01-01","1986-110-01-01-01","6/1/1987",1,"482 U.S. 78",1986,1601,"Rehnquist","85-1384","TURNER et al. v. SAFLEY et al.","1/13/1987","",28,30,215,NA,1,117,30,0,87,NA,28,NA,0,12,2,2,1,7,0,1,0,0,30010,3,1,0,2,NA,2,200,"",104,102,1,5,4,"No"
"366",365,0,0,0,0.0384615384615385,0,0,0,0.237762237762238,0.22027972027972,0,0,0,0,0,0,0,0,0.00699300699300699,0.496503496503497,0,"syllabus366","1986-119","1986-119-01","1986-119-01-01","1986-119-01-01-01","6/9/1987",1,"482 U.S. 342",1986,1601,"Rehnquist","85-1722","O'LONE, ADMINISTRATOR, LEESBURG PRISON COMPLEX, et al. v. ESTATE OF SHABAZZ et al.","3/24/1987","",19,35,215,NA,1,117,35,0,92,NA,23,NA,0,13,5,2,1,3,0,1,0,0,30160,3,1,0,2,NA,2,202,"",102,102,1,5,4,"No"
"367",366,0,0.0179640718562874,0.0119760479041916,0,0,0,0,0.263473053892216,0.0988023952095808,0,0,0,0,0,0.0119760479041916,0.00898203592814371,0.350299401197605,0.00598802395209581,0,0.230538922155689,"syllabus367","1986-125","1986-125-01","1986-125-01-01","1986-125-01-01-01","6/15/1987",1,"482 U.S. 451",1986,1601,"Rehnquist","86-243","CITY OF HOUSTON, TEXAS v. HILL","3/23/1987","",3,51,162,NA,2,NA,NA,0,121,NA,25,NA,1,1,3,2,4,2,0,0,0,0,30150,3,2,0,2,NA,2,200,"",92,92,1,8,1,"No"
"368",367,0,0.00546448087431694,0,0.103825136612022,0,0,0,0.382513661202186,0.0710382513661202,0,0,0,0,0,0,0.273224043715847,0.0327868852459016,0,0,0.131147540983607,"syllabus368","1986-129","1986-129-01","1986-129-01-01","1986-129-01-01-01","6/15/1987",1,"482 U.S. 569",1986,1601,"Rehnquist","86-104","BOARD OF AIRPORT COMMISSIONERS OF THE CITY OF LOS ANGELES et al. v. JEWS FOR JESUS, INC., et al.","3/3/1987","",3,6,130,NA,1,117,6,0,48,NA,29,NA,0,12,2,2,4,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",104,102,1,9,0,"No"
"369",368,0.0031055900621118,0,0.0248447204968944,0.177018633540373,0,0,0,0.152173913043478,0.152173913043478,0,0,0,0,0.15527950310559,0,0,0,0,0.335403726708075,0,"syllabus369","1986-130","1986-130-01","1986-130-01-01","1986-130-01-01-01","6/19/1987",1,"482 U.S. 578",1986,1601,"Rehnquist","85-1513","EDWARDS, GOVERNOR OF LOUISIANA, et al. v. AGUILLARD et al.","12/10/1986","",19,22,202,NA,2,NA,NA,0,75,NA,25,NA,1,1,2,2,3,2,0,0,0,0,30180,3,2,0,2,NA,2,203,"",92,92,1,7,2,"No"
"370",369,0.417721518987342,0,0,0,0.0548523206751055,0.00421940928270042,0,0.379746835443038,0.130801687763713,0,0,0,0,0,0,0,0,0,0.0126582278481013,0,"syllabus370","1986-151","1986-151-01","1986-151-01-01","1986-151-01-01-01","6/24/1987",1,"483 U.S. 378",1986,1601,"Rehnquist","85-2068","RANKIN et al. v. MCPHERSON","3/23/1987","",19,51,11,51,1,NA,NA,0,121,NA,25,NA,0,12,4,2,1,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",98,92,1,5,4,"Yes"
"371",370,0,0,0.00230414746543779,0.0184331797235023,0,0,0.54147465437788,0.230414746543779,0.145161290322581,0.0576036866359447,0,0,0,0,0,0,0,0,0.00460829493087558,0,"syllabus371","1986-155","1986-155-01","1986-155-01-01","1986-155-01-01-01","6/25/1987",1,"483 U.S. 522",1986,1601,"Rehnquist","86-270","SAN FRANCISCO ARTS & ATHLETICS, INC., et al. v. UNITED STATES OLYMPIC COMMITTEE et al.","3/24/1987","",162,NA,122,NA,1,117,6,0,50,NA,29,NA,1,11,2,1,1,2,0,0,0,1,30010,3,1,0,4,1,6,600,"36 U.S.C. § 380",101,102,1,5,4,"No"
"372",371,0.0129449838187702,0,0,0.43042071197411,0.0194174757281553,0.0226537216828479,0,0.220064724919094,0.0517799352750809,0,0,0.00323624595469256,0,0,0.190938511326861,0.00970873786407767,0,0,0.0323624595469256,0.00647249190938511,"syllabus372","1987-019","1987-019-01","1987-019-01-01","1987-019-01-01-01","1/13/1988",1,"484 U.S. 260",1987,1602,"Rehnquist","86-836","HAZELWOOD SCHOOL DISTRICT et al. v. KUHLMEIER et al.","10/13/1987","",21,30,239,NA,1,NA,NA,0,86,NA,28,NA,1,12,3,2,1,3,0,1,0,0,30010,3,1,0,2,NA,2,200,"",95,102,1,5,3,"Yes"
"373",372,0,0,0,0,0.0045045045045045,0,0,0.342342342342342,0.0045045045045045,0,0.0045045045045045,0,0.0045045045045045,0,0.612612612612613,0,0,0.0225225225225225,0,0.0045045045045045,"syllabus373","1987-035","1987-035-01","1987-035-01-01","1987-035-01-01-01","2/24/1988",1,"485 U.S. 46",1987,1603,"Rehnquist","86-1278","HUSTLER MAGAZINE AND LARRY C. FLYNT v. JERRY FALWELL","12/2/1987","",178,NA,130,NA,1,NA,NA,0,127,NA,24,NA,1,10,2,1,1,3,0,1,0,0,30030,3,2,0,1,NA,2,200,"",102,102,1,8,0,"Yes"
"374",373,0,0.0149253731343284,0.0746268656716418,0.0149253731343284,0,0.0149253731343284,0,0.417910447761194,0,0,0,0.0149253731343284,0,0.208955223880597,0,0,0.119402985074627,0,0,0.119402985074627,"syllabus374","1987-051","1987-051-01","1987-051-01-01","1987-051-01-01-01","3/22/1988",1,"485 U.S. 312",1987,1603,"Rehnquist","86-803","MICHAEL BOOS, J. MICHAEL WALLER AND BRIDGET BROOKER v. MARION S. BARRY, JR., MAYOR, DISTRICT OF COLUMBIA, et al.","11/9/1987","",218,NA,28,10,1,NA,NA,0,55,NA,32,NA,1,12,2,1,2,6,0,1,0,0,30150,3,2,0,1,NA,2,200,"",104,92,1,5,3,"No"
